Problem,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,BEASTpred,bRate,TEST_TRAIN
10883,15,0.6,-10,-,1,31,0.6,-23,L-skew,3,1,4.4,14.27499461,-13.0,18.0,14.5,0.434782609,1,0.2102,0.221,0.493,0.0,0.0,0,4.4,4.4,1.78e-15,0.757,0.56,TRAIN
4978,14,0.6,-36,-,1,31,0.2,-24,-,1,0,-7.0,-2.494897428,12.0,17.0,14.5,0.666666667,1,0.189,0.0472,1.0,-0.4008,-0.4015,0,-7.0,-7.0,-53.6,0.46,0.3,TRAIN
787,1,1.0,1,-,1,4,0.01,-1,Symm,6,0,-1.95,0.509901951,-2.0,5.5,2.285714286,0.0,1,-0.9818,-0.9798,0.7136,-0.9902,-0.9905,0,-1.95,-1.95,-14.85,0.1467,0.226666667,TRAIN
552,26,0.9,-3,-,1,26,0.99,0,Symm,2,0,2.64,-6.065631005,3.0,0.5,5.833333333,0.0,1,0.1928,0.0818,0.6568,0.1041,0.0937,0,2.64,2.64,5.605,0.8542,0.666666667,TRAIN
1868,22,1.0,22,-,1,38,0.4,12,-,1,0,0.4,12.73734666,-10.0,16.0,3.0,0.545454545,1,-0.2076,-0.1996,-0.0038,0.0,0.0,0,0.4,0.4,0.0,0.5061,0.56,TRAIN
11118,-6,1.0,-6,-,1,34,0.5,-28,-,1,0,9.0,31.0,-22.0,40.0,9.0,0.214285714,1,-0.0042,-0.0146,-0.0002,0.4991,0.5072,0,9.0,9.0,62.0,0.648,0.6375,TRAIN
9516,-2,1.0,-2,-,1,40,0.4,-24,R-skew,2,0,3.6,31.35984694,-22.0,43.0,20.66666667,0.083333333,1,-0.189,-0.2122,0.3424,0.3953,0.4044,0,3.6,3.6,52.0,0.5641,0.623529412,TRAIN
8733,23,1.0,23,-,1,60,0.2,12,L-skew,6,0,-1.4,19.92084336,-20.0,42.0,18.14285714,0.130434783,1,-0.6156,-0.621,0.4398,0.0,0.0,0,-1.4,-1.4,0.0,0.3449,0.425,TRAIN
11342,21,1.0,21,-,1,32,0.8,21,-,1,0,8.8,4.4,0.0,11.0,5.5,1.0,1,0.7949,0.7973,0.5039,0.0,0.0,1,8.8,8.8,0.0,1.0,0.775,TRAIN
1646,18,1.0,18,-,1,21,0.9,-26,L-skew,4,0,-1.7,14.75499915,-44.0,6.0,-8.4,0.0,1,0.4673,0.4432,0.002,-0.1028,-0.1004,0,-1.7,-1.7,-10.0,0.3844,0.529411765,TRAIN
6674,-6,1.0,-6,-,1,12,0.25,1,Symm,6,0,9.75,4.795831523,7.0,20.5,16.42857143,0.0,1,1.0,1.0,1.0,1.0,1.0,1,9.75,9.75,41.0,1.0,0.975,TRAIN
10973,31,0.05,8,-,1,11,0.9,-18,-,1,1,-1.05,3.687266215,-26.0,-20.0,-23.0,0.0,1,0.702,0.704,-1.0,-0.0951,-0.0917,0,-1.05,-1.05,-9.8,0.3535,0.466666667,TRAIN
12866,64,0.6,-36,-,1,74,0.6,-36,Symm,6,0,6.0,4.905937814,0.0,12.5,44.28571429,1.0,1,0.5965,0.3563,0.8587,0.0,0.0105,1,6.0,6.0,-2.13e-14,0.8183,0.470588235,TRAIN
13720,2,1.0,2,-,1,9,0.9,-16,-,1,0,4.5,7.5,-18.0,7.0,-5.5,0.0,1,0.7984,0.8014,-0.0218,-0.0979,-0.099,0,4.5,4.5,-5.0,0.7227,0.719022154,TRAIN
14475,-9,1.0,-9,-,1,77,0.1,-21,L-skew,3,0,-2.2,29.41020231,-12.0,88.0,61.0,0.428571429,1,-0.7946,-0.8018,0.5052,0.0985,0.0968,0,-2.2,-2.2,20.0,0.3968,0.475,TRAIN
10197,43,0.5,-11,-,1,26,0.1,13,-,1,0,-1.7,-23.1,24.0,-17.0,3.5,0.0,1,0.0204,-0.003,0.003,0.4921,0.4946,0,-1.7,-1.7,54.0,0.5694,0.7,TRAIN
5747,-1,1.0,-1,-,1,48,0.01,1,-,1,0,2.47,4.676440954,2.0,49.0,25.5,0.0,1,1.0,1.0,1.0,1.0,1.0,1,2.47,2.47,98.0,1.0,0.870588235,TRAIN
11518,42,0.25,25,-,1,49,0.25,21,-,1,0,-1.25,4.763139721,-4.0,7.0,1.5,0.84,1,-0.502,-0.4962,0.0046,0.0,0.0,0,-1.25,-1.25,0.0,0.3653,0.3625,TRAIN
11985,7,0.1,-12,-,1,11,0.25,-7,Symm,2,0,7.6,2.09823698,5.0,4.5,7.5,0.583333333,1,1.0,0.8592,1.0,0.1467,0.1488,1,7.6,7.6,7.05,0.9653,0.8625,TRAIN
8372,22,0.5,18,-,1,101,0.25,1,-,1,-1,6.0,41.30127019,-17.0,79.0,31.0,0.055555556,1,-0.498,-0.5044,-0.0028,0.0,0.0,0,6.0,6.0,0.0,0.4114,0.466666667,TRAIN
1691,19,1.0,19,-,1,20,0.75,2,-,1,0,-3.5,7.794228634,-17.0,1.0,-8.0,0.105263158,1,0.5014,0.4954,-0.0018,0.0,0.0,0,-3.5,-3.5,0.0,0.1014,0.389473684,TRAIN
908,21,1.0,21,-,1,24,0.25,24,-,1,0,3.0,0.0,3.0,3.0,3.0,0.875,1,1.0,1.0,1.0,0.0,0.0,1,3.0,3.0,0.0,1.0,0.8,TRAIN
9642,28,1.0,28,-,1,31,0.05,25,-,1,0,-2.7,1.307669683,-3.0,3.0,0.0,0.892857143,1,-0.9088,-0.9026,0.0012,0.0,0.0,0,-2.7,-2.7,0.0,0.1346,0.3,TRAIN
12983,10,1.0,10,-,1,77,0.2,-5,Symm,2,0,1.4,32.80076219,-15.0,67.5,39.66666667,0.0,1,-0.5998,-0.592,0.3346,-0.797,-0.8004,0,1.4,1.4,-132.0,0.308,0.3625,TRAIN
8195,24,1.0,24,-,1,35,0.6,-10,-,1,0,-7.0,22.04540769,-34.0,11.0,-11.5,0.0,1,0.231,0.2136,-0.0044,-0.396,-0.3886,0,-7.0,-7.0,-36.0,0.2666,0.270588235,TRAIN
2044,8,1.0,8,-,1,10,0.1,8,R-skew,3,0,0.2,0.979795897,0.0,6.0,2.666666667,1.0,1,0.0472,0.0501,0.6669,0.0,0.0,1,0.2,0.2,0.0,1.0,0.952941176,TRAIN
9610,-6,0.9,-16,-,1,-7,1.0,-7,-,1,0,0.0,-3.0,9.0,-1.0,4.0,0.4375,-1,-0.8034,-0.7918,-0.0024,0.0,0.0,0,0.0,0.0,0.0,0.5178,0.6,TRAIN
14541,19,1.0,19,-,1,67,0.25,4,-,1,0,0.75,27.27980022,-15.0,48.0,16.5,0.210526316,1,-0.4972,-0.5014,-0.0126,0.0,0.0,0,0.75,0.75,0.0,0.4011,0.53125,TRAIN
8609,37,0.8,-23,-,1,45,0.5,-12,R-skew,2,1,-8.5,4.50877058,11.0,9.0,19.0,0.52173913,1,0.3896,0.3962,1.0,-0.3039,-0.2975,0,-8.5,-8.5,-41.4,0.3601,0.494117647,TRAIN
7000,12,1.0,12,-,1,41,0.01,9,R-skew,2,0,-2.68,3.185529783,-3.0,30.0,18.33333333,0.75,1,-0.9786,-0.9828,0.3228,0.0,0.0,0,-2.68,-2.68,0.0,0.3294,0.541176471,TRAIN
3775,2,1.0,2,-,1,73,0.01,-9,-,1,0,-10.18,8.158896984,-11.0,71.0,30.0,0.0,1,-0.98,-0.9804,-0.0114,-0.9912,-0.9876,0,-10.18,-10.18,-162.36,0.0958,0.16,TRAIN
12029,23,1.0,23,-,1,40,0.75,1,-,1,0,7.25,16.88749537,-22.0,17.0,-2.5,0.043478261,1,0.491,0.4916,-0.0002,0.0,0.0,0,7.25,7.25,0.0,0.7196,0.7875,TRAIN
4365,9,0.5,-7,-,1,21,0.75,-50,-,1,0,2.25,22.74390183,-43.0,12.0,-15.5,0.14,1,0.4946,0.4932,-0.0052,0.2513,0.2559,0,2.25,2.25,35.5,0.5696,0.647058824,TRAIN
8368,53,0.1,17,-,1,24,0.5,11,-,1,0,-3.1,-4.3,-6.0,-29.0,-17.5,0.647058824,1,-0.1958,-0.0944,-1.0,0.0,0.0,0,-3.1,-3.1,0.0,0.2185,0.455555556,TRAIN
4972,9,1.0,9,-,1,16,0.6,13,-,1,0,5.8,1.469693846,4.0,7.0,5.5,0.692307692,1,1.0,1.0,1.0,0.0,0.0,1,5.8,5.8,0.0,1.0,0.8625,TRAIN
9438,22,1.0,22,-,1,17,0.6,10,-,1,0,-7.8,3.42928564,-12.0,-5.0,-8.5,0.454545455,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-7.8,-7.8,0.0,0.0,0.066666667,TRAIN
11143,-1,1.0,-1,-,1,-1,0.6,-19,-,1,0,-7.2,8.818163074,-18.0,0.0,-9.0,0.052631579,-1,-0.406,-0.4099,-0.4905,0.0,0.0,-1,-7.2,-7.2,0.0,0.0,0.093333333,TRAIN
3975,20,1.0,20,-,1,50,0.01,18,-,1,0,-1.68,3.183959799,-2.0,30.0,14.0,0.9,1,-0.9774,-0.981,-0.0102,0.0,0.0,0,-1.68,-1.68,0.0,0.3308,0.3,TRAIN
13105,6,1.0,6,-,1,12,0.4,8,-,1,0,3.6,1.959591794,2.0,6.0,4.0,0.75,1,1.0,1.0,1.0,0.0,0.0,1,3.6,3.6,0.0,1.0,0.8875,TRAIN
12532,38,0.4,0,-,1,15,1.0,15,Symm,4,0,-0.2,-17.75009664,13.5,-21.5,-4.0,0.0,1,0.2236,0.2044,0.011,0.6005,0.5902,0,-0.2,-0.2,22.8,0.6229,0.573333333,TRAIN
9096,3,1.0,3,-,1,41,0.5,-28,Symm,4,0,3.5,34.50543435,-31.0,39.5,24.2,0.0,1,-0.0042,0.0192,0.5984,-0.5042,-0.4934,0,3.5,3.5,-70.5,0.4955,0.557894737,TRAIN
10184,40,0.4,-37,-,1,-16,0.99,-31,Symm,2,-1,-9.95,-36.14892877,6.0,-55.5,-22.5,0.837837838,1,0.1894,0.1888,-0.0084,-0.4025,-0.4041,0,-9.95,-9.95,-61.6,0.3398,0.25,TRAIN
6642,28,1.0,28,-,1,38,0.5,22,-,1,0,2.0,8.0,-6.0,10.0,2.0,0.785714286,1,-0.0002,-0.0012,0.0122,0.0,0.0,0,2.0,2.0,0.0,0.6466,0.68,TRAIN
12225,20,0.8,10,-,1,25,0.95,-28,Symm,4,-1,4.35,7.581882403,-38.0,6.5,-0.6,0.0,1,0.902,0.8932,0.5962,-0.0464,-0.0494,0,4.35,4.35,-5.45,0.6868,0.625,TRAIN
11351,21,1.0,21,-,1,51,0.4,3,-,1,0,1.2,23.51510153,-18.0,30.0,6.0,0.142857143,1,-0.2082,-0.2,0.018,0.0,0.0,0,1.2,1.2,0.0,0.4665,0.426666667,TRAIN
5638,30,0.1,-9,-,1,-10,0.99,-35,-,1,0,-5.15,-9.212531407,-26.0,-40.0,-33.0,0.257142857,1,-1.0,-1.0,-1.0,-0.097,-0.1034,-1,-5.15,-5.15,-13.0,0.0,0.12,TRAIN
7580,7,1.0,7,-,1,17,0.1,4,Symm,8,0,-1.7,3.922371731,-3.0,13.5,8.555555556,0.571428571,1,-0.809,-0.8032,0.769,0.0,0.0,0,-1.7,-1.7,-3.55e-15,0.3997,0.6625,TRAIN
8594,63,0.4,-19,-,1,7,0.95,-1,-,1,0,-7.2,-38.4280722,18.0,-56.0,-19.0,0.052631579,1,0.1966,0.201,0.003,0.5559,0.548,0,-7.2,-7.2,90.2,0.5378,0.546666667,TRAIN
6271,6,1.0,6,-,1,4,0.05,1,-,1,0,-4.85,0.653834842,-5.0,-2.0,-3.5,0.166666667,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-4.85,-4.85,0.0,0.0,0.0375,TRAIN
3446,8,1.0,8,-,1,7,0.01,1,-,1,0,-6.94,0.596992462,-7.0,-1.0,-4.0,0.125,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-6.94,-6.94,0.0,0.0,0.066666667,TRAIN
6362,44,0.01,14,-,1,66,0.5,-36,-,1,0,0.7,48.01503769,-50.0,22.0,-14.0,0.0,1,-0.0064,-0.0094,0.0038,-0.5046,-0.4992,0,0.7,0.7,-102.0,0.4113,0.388235294,TRAIN
9084,4,1.0,4,-,1,26,0.6,-13,-,1,0,6.4,19.10601999,-17.0,22.0,2.5,0.0,1,0.22,0.21,0.0128,-0.4003,-0.4041,0,6.4,6.4,-31.2,0.5912,0.5375,TRAIN
14118,17,1.0,17,-,1,41,0.4,5,-,1,0,2.4,17.63632615,-12.0,24.0,6.0,0.294117647,1,-0.1966,-0.1972,0.0184,0.0,0.0,0,2.4,2.4,0.0,0.548,0.6625,TRAIN
7786,-8,0.9,-14,-,1,81,0.05,-7,-,1,0,6.0,17.37915535,7.0,89.0,48.0,0.5,1,1.0,1.0,1.0,0.0551,0.0509,1,6.0,6.0,9.5,1.0,0.85,TRAIN
4545,18,1.0,18,-,1,15,0.8,-3,Symm,2,0,-6.6,7.213875519,-21.0,-2.5,-9.0,0.0,1,-1.0,-1.0,-1.0,-0.2065,-0.2011,-1,-6.6,-6.6,-8.4,0.0,0.1375,TRAIN
2533,29,1.0,29,-,1,66,0.01,26,-,1,0,-2.6,3.979949748,-3.0,37.0,17.0,0.896551724,1,-0.9796,-0.9796,-0.0046,0.0,0.0,0,-2.6,-2.6,0.0,0.2964,0.4,TRAIN
2170,-2,1.0,-2,-,1,6,0.8,-25,R-skew,4,0,1.8,13.05986217,-23.0,19.0,3.8,0.08,1,0.6106,0.6054,0.5906,0.7987,0.8012,0,1.8,1.8,67.2,0.6741,0.9,TRAIN
13746,20,1.0,20,-,1,50,0.5,7,Symm,6,0,8.5,21.51452997,-13.0,32.5,23.85714286,0.35,1,0.0094,0.0018,0.704,0.0,0.0,0,8.5,8.5,0.0,0.7685,0.741176471,TRAIN
14072,-2,0.9,-42,-,1,56,0.2,-29,-,1,-1,-6.0,22.0,13.0,58.0,35.5,0.69047619,1,-0.4138,-0.5896,1.0,0.2007,0.1985,0,-6.0,-6.0,39.2,0.4397,0.3,TRAIN
10399,33,0.5,15,-,1,27,0.4,17,R-skew,5,0,-3.0,-2.129774385,2.0,20.0,6.666666667,0.882352941,1,0.0916,0.0594,0.6738,0.0,0.0,0,-3.0,-3.0,0.0,0.3457,0.45,TRAIN
8339,25,1.0,25,-,1,33,0.9,12,-,1,0,5.9,6.3,-13.0,8.0,-2.5,0.48,1,0.8036,0.8032,-0.0056,0.0,0.0,0,5.9,5.9,0.0,0.8605,0.7,TRAIN
11831,-10,0.99,-13,-,1,6,0.6,-7,Symm,4,0,10.83,6.105408828,6.0,17.5,14.9,0.538461538,1,1.0,1.0,1.0,0.5985,0.5993,1,10.83,10.83,24.6,1.0,0.9625,TRAIN
10118,12,1.0,12,-,1,14,0.1,4,-,1,0,-7.0,3.0,-8.0,2.0,-3.0,0.333333333,1,-0.7964,-0.8058,0.002,0.0,0.0,0,-7.0,-7.0,0.0,0.016,0.211111111,TRAIN
1115,94,0.25,6,-,1,51,0.5,13,R-skew,4,0,4.0,-18.8307825,7.0,-32.0,-4.6,0.461538462,1,0.498,0.506,-0.0032,0.0,0.0,0,4.0,4.0,0.0,0.6497,0.4,TRAIN
12686,24,1.0,24,-,1,118,0.25,-16,-,1,0,-6.5,58.02370205,-40.0,94.0,27.0,0.0,1,-0.5064,-0.4984,-0.0212,-0.7545,-0.754,0,-6.5,-6.5,-201.0,0.2728,0.5125,TRAIN
1177,19,1.0,19,-,1,9,0.2,8,R-skew,3,0,-10.8,1.166190379,-12.0,-6.0,-9.75,0.368421053,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-10.8,-10.8,0.0,0.0,0.12,TRAIN
9222,2,0.6,-20,-,1,17,0.4,-8,Symm,2,0,8.8,1.473775648,12.0,15.5,17.66666667,0.4,1,0.604,0.2824,1.0,-0.2029,-0.2008,0,8.8,8.8,-15.0,0.8485,0.673684211,TRAIN
5437,26,1.0,26,-,1,37,0.6,0,Symm,4,0,-3.8,18.1386328,-26.0,12.5,3.6,0.0,1,0.209,0.1784,0.5904,-0.3939,-0.4052,0,-3.8,-3.8,-15.4,0.359,0.55,TRAIN
13812,14,1.0,14,-,1,14,1.0,14,Symm,2,0,0.0,0.5,-0.5,0.5,0.0,0.964285714,1,0.0136,0.0022,0.0044,0.0,0.0,0,0.0,0.0,0.0,0.49,0.36,TRAIN
12669,24,1.0,24,-,1,21,0.99,-33,Symm,8,0,-3.54,5.531808023,-57.0,0.5,-9.0,0.0,1,-0.9824,-0.9872,-0.774,-0.0081,-0.0105,0,-3.54,-3.54,-1.15,0.056,0.09,TRAIN
8858,-5,1.0,-5,-,1,69,0.2,-17,Symm,8,0,5.2,34.40508683,-12.0,77.5,64.44444444,0.294117647,1,-0.5928,-0.5914,0.7776,0.2015,0.1974,0,5.2,5.2,35.8,0.5432,0.575,TRAIN
5045,79,0.2,9,-,1,40,0.75,-6,Symm,8,1,5.5,-8.048496297,-15.0,-35.5,-9.111111111,0.0,1,0.1118,0.1152,-0.2356,-0.2482,-0.2481,0,5.5,5.5,-42.5,0.5374,0.573333333,TRAIN
13677,63,0.05,-12,-,1,-8,1.0,-8,-,1,0,0.25,-16.34587104,4.0,-71.0,-33.5,0.666666667,1,0.9028,0.9058,0.0076,-0.0497,-0.0503,0,0.25,0.25,-7.5,0.6168,0.455555556,TRAIN
9315,27,1.0,27,-,1,46,0.25,19,Symm,8,0,-1.25,11.71003843,-8.0,22.5,16.0,0.703703704,1,-0.4958,-0.5056,0.7738,0.0,0.0,0,-1.25,-1.25,0.0,0.5042,0.6,TRAIN
9644,28,0.2,-7,-,1,-2,0.95,-25,-,1,0,-3.15,-8.987266215,-18.0,-30.0,-24.0,0.28,1,0.507,0.5152,-1.0,-0.2012,-0.1934,0,-3.15,-3.15,-21.2,0.2781,0.341176471,TRAIN
12845,15,1.0,15,-,1,62,0.01,16,-,1,0,1.46,4.576942211,1.0,47.0,24.0,0.9375,1,1.0,1.0,1.0,0.0,0.0,1,1.46,1.46,0.0,1.0,0.725,TRAIN
5521,9,0.99,-14,-,1,79,0.1,-5,-,1,0,-5.37,22.91152889,9.0,70.0,39.5,0.357142857,1,-0.7752,-0.7908,1.0,-0.8873,-0.8939,0,-5.37,-5.37,-165.54,0.2845,0.364705882,TRAIN
13718,25,1.0,25,-,1,74,0.25,3,Symm,4,0,-4.25,30.74695107,-22.0,50.5,34.8,0.12,1,-0.4962,-0.4876,0.6054,0.0,0.0,0,-4.25,-4.25,0.0,0.3619,0.258823529,TRAIN
14123,0,0.25,-8,-,1,3,0.75,-15,L-skew,2,-1,4.5,4.378091956,-7.0,4.0,1.0,0.533333333,1,0.5054,0.5108,0.3428,0.7447,0.4998,0,4.5,4.5,23.75,0.8069,0.875,TRAIN
1647,-9,1.0,-9,-,1,31,0.1,-8,-,1,0,4.9,11.7,1.0,40.0,20.5,0.888888889,1,1.0,1.0,1.0,0.1013,0.0975,1,4.9,4.9,8.0,1.0,0.866666667,TRAIN
9249,20,1.0,20,-,1,30,0.1,22,R-skew,4,0,2.8,2.803569154,2.0,21.0,10.4,0.909090909,1,1.0,1.0,1.0,0.0,0.0,1,2.8,2.8,0.0,1.0,0.7875,TRAIN
5668,26,0.5,6,-,1,56,0.25,-5,L-skew,5,0,-5.75,16.68684133,-11.0,34.0,24.5,0.0,1,-0.4976,-0.5038,0.678,-0.7547,-0.7447,0,-5.75,-5.75,-97.5,0.2665,0.4,TRAIN
3321,-3,1.0,-3,-,1,82,0.25,-35,-,1,0,-2.75,50.66248612,-32.0,85.0,26.5,0.085714286,1,-0.499,-0.502,-0.0114,0.2514,0.2498,0,-2.75,-2.75,58.5,0.3889,0.55,TRAIN
3013,12,1.0,12,-,1,52,0.4,-9,-,1,0,3.4,29.88377486,-21.0,40.0,9.5,0.0,1,-0.2046,-0.1962,-0.0036,-0.5964,-0.6012,0,3.4,3.4,-73.2,0.4401,0.373333333,TRAIN
12566,14,0.75,2,-,1,14,0.6,4,-,1,1,-1.0,-0.297172937,2.0,0.0,1.0,0.5,1,0.1067,0.0982,0.5086,0.0,0.0,0,-1.0,-1.0,0.0,0.3775,0.4,TRAIN
7621,45,0.25,16,-,1,81,0.5,-33,-,1,0,0.75,44.44263165,-49.0,36.0,-6.5,0.0,1,-0.0108,0.0046,-0.006,-0.5014,-0.4998,0,0.75,0.75,-114.0,0.4021,0.3,TRAIN
6955,41,0.25,9,-,1,31,0.4,13,Symm,6,0,3.2,-5.009938239,4.0,-7.5,3.428571429,0.692307692,1,0.496,0.498,0.0028,0.0,0.0,0,3.2,3.2,-3.55e-15,0.7263,0.544444444,TRAIN
5305,13,1.0,13,-,1,43,0.25,2,Symm,6,0,-0.75,17.76231967,-11.0,32.5,24.14285714,0.153846154,1,-0.5098,-0.51,0.7138,0.0,0.0,0,-0.75,-0.75,0.0,0.4501,0.413333333,TRAIN
38,-8,0.9,-27,-,1,64,0.25,-40,Symm,4,1,-4.1,39.33540274,-13.0,73.5,60.7,0.675,1,-0.4852,-0.507,0.5968,0.2488,0.2594,0,-4.1,-4.1,52.75,0.5147,0.775,TRAIN
11805,19,1.0,19,-,1,26,0.75,9,L-skew,5,0,2.75,9.8836987,-19.0,11.0,-1.166666667,0.0,1,0.322,0.2962,0.0096,-0.0458,-0.0481,0,2.75,2.75,-1.40625,0.5895,0.5125,TRAIN
10579,-6,1.0,-6,-,1,-15,0.9,-24,Symm,4,0,-9.9,2.822233158,-18.0,-7.5,-10.8,0.25,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-9.9,-9.9,-3.55e-15,0.0,0.125,TRAIN
13568,7,1.0,7,-,1,33,0.05,-2,-,1,0,-7.25,7.628073151,-9.0,26.0,8.5,0.0,1,-0.9016,-0.8966,-0.0002,-0.9512,-0.9464,0,-7.25,-7.25,-66.5,0.0799,0.106666667,TRAIN
14157,27,1.0,27,-,1,36,0.1,23,-,1,0,-2.7,3.9,-4.0,9.0,2.5,0.851851852,1,-0.807,-0.8038,0.0204,0.0,0.0,0,-2.7,-2.7,0.0,0.2185,0.2625,TRAIN
9141,24,0.05,8,-,1,75,0.05,15,-,1,0,9.2,9.589577676,7.0,51.0,29.0,0.533333333,1,1.0,0.908,1.0,0.0,0.0,1,9.2,9.2,0.0,1.0,0.884210526,TRAIN
12874,11,0.95,-15,-,1,57,0.1,-1,-,1,-1,-4.9,11.73343137,14.0,46.0,30.0,0.066666667,1,-0.7012,-0.805,1.0,-0.8518,-0.8625,0,-4.9,-4.9,-122.4,0.2847,0.317647059,TRAIN
2835,19,1.0,19,-,1,36,0.75,-15,-,1,0,4.25,22.0836478,-34.0,17.0,-8.5,0.0,1,0.5004,0.509,0.0022,-0.2545,-0.2466,0,4.25,4.25,-25.5,0.5596,0.566666667,TRAIN
3146,-7,1.0,-7,-,1,59,0.25,-26,-,1,0,2.25,36.80607966,-19.0,66.0,23.5,0.269230769,1,-0.4966,-0.516,-0.0028,0.255,0.2583,0,2.25,2.25,42.5,0.447,0.7,TRAIN
11106,-8,1.0,-8,-,1,13,0.5,-17,L-skew,5,0,6.0,15.93737745,-9.0,25.0,10.66666667,0.470588235,1,-0.0718,-0.0626,0.3348,0.4676,0.4745,0,6.0,6.0,31.875,0.77,0.761904762,TRAIN
951,5,1.0,5,-,1,38,0.4,-23,L-skew,3,0,-3.6,29.92390349,-28.0,35.0,17.25,0.0,1,-0.2158,-0.2002,0.5046,-0.5966,-0.6029,0,-3.6,-3.6,-75.6,0.3299,0.55625,TRAIN
6943,29,1.0,29,-,1,40,0.5,16,-,1,0,-1.0,12.0,-13.0,11.0,-1.0,0.551724138,1,0.0114,0.0034,0.0144,0.0,0.0,0,-1.0,-1.0,0.0,0.4479,0.421052632,TRAIN
2996,4,1.0,4,-,1,57,0.4,-32,R-skew,3,0,-0.4,43.6284311,-36.0,57.0,31.25,0.0,1,-0.2074,-0.1798,0.515,-0.6013,-0.6063,0,-0.4,-0.4,-111.6,0.4139,0.515151515,TRAIN
6151,3,0.99,-29,-,1,54,0.25,-18,Symm,4,0,-2.68,27.99596163,11.0,52.5,52.6,0.620689655,1,-0.4894,-0.472,1.0,-0.738,-0.7484,0,-2.68,-2.68,-125.06,0.456,0.386666667,TRAIN
4342,34,0.1,0,-,1,82,0.01,5,Symm,6,1,2.37,-2.537781,5.0,50.5,54.0,0.0,1,0.8166,0.8186,1.0,0.906,0.9,0,2.37,2.37,76.05,0.8984,0.8875,TRAIN
6962,1,0.99,-37,-,1,1,1.0,1,R-skew,3,0,0.38,-1.331462518,36.0,4.0,19.66666667,0.027027027,1,-0.2201,-0.2218,0.8332,-0.4861,-0.4952,0,0.38,0.38,-41.16,0.6032,0.72,TRAIN
6936,-6,1.0,-6,-,1,58,0.25,-22,Symm,2,0,4.0,34.64191825,-16.0,64.5,37.33333333,0.272727273,1,-0.5162,-0.4946,0.3364,0.2448,0.2491,0,4.0,4.0,40.25,0.4966,0.56,TRAIN
11290,23,0.99,13,-,1,62,0.01,17,-,1,0,-5.45,3.48245603,4.0,39.0,21.5,0.764705882,1,-0.9602,-0.9564,1.0,0.0,0.0,0,-5.45,-5.45,0.0,0.2468,0.282352941,TRAIN
1384,15,0.95,-4,-,1,14,1.0,14,Symm,2,0,-0.05,-3.640953996,17.5,-0.5,8.5,0.0,1,-0.9052,-0.901,-0.0074,0.0476,0.0483,0,-0.05,-0.05,1.9,0.5643,0.475,TRAIN
8194,2,0.8,-38,-,1,59,0.1,-11,Symm,4,0,2.0,5.001785638,27.0,58.5,63.0,0.289473684,1,-0.3996,-0.443,1.0,-0.6892,-0.6998,0,2.0,2.0,-137.9,0.5245,0.552941176,TRAIN
11389,9,1.0,9,-,1,51,0.4,-29,-,1,0,-6.0,39.19183588,-38.0,42.0,2.0,0.0,1,-0.1908,-0.2054,0.0092,-0.5999,-0.6003,0,-6.0,-6.0,-96.0,0.2719,0.294736842,TRAIN
12361,7,0.99,-4,-,1,21,0.75,-11,Symm,2,1,6.11,12.76868445,-7.0,14.5,8.833333333,0.363636364,1,0.5096,0.5024,0.3506,-0.2421,-0.2361,0,6.11,6.11,-15.6,0.7906,0.788888889,TRAIN
7769,20,1.0,20,-,1,41,0.75,-16,-,1,0,6.75,24.68172401,-36.0,21.0,-7.5,0.0,1,0.499,0.5048,-0.0008,-0.2444,-0.2519,0,6.75,6.75,-28.5,0.6064,0.72,TRAIN
11913,3,1.0,3,-,1,7,0.01,2,-,1,0,-0.95,0.497493719,-1.0,4.0,1.5,0.666666667,1,-0.9764,-0.978,-0.0092,0.0,0.0,0,-0.95,-0.95,0.0,0.3231,0.375,TRAIN
11992,22,1.0,22,-,1,21,0.95,18,L-skew,5,0,-1.15,7.451677663,-27.0,3.0,-6.833333333,0.0,1,0.4152,0.4088,-0.334,-0.0587,-0.0563,0,-1.15,-1.15,-3.5625,0.3103,0.4,TRAIN
1919,26,1.0,26,-,1,71,0.4,12,L-skew,3,0,9.6,28.94546597,-14.0,47.0,29.75,0.461538462,1,-0.2058,-0.196,0.5028,0.0,0.0,0,9.6,9.6,0.0,0.7193,0.561290323,TRAIN
6375,-7,1.0,-7,-,1,1,0.01,-11,L-skew,3,0,-3.88,1.218851919,-4.0,10.0,4.5,0.636363636,1,-0.9794,-0.977,0.5014,0.0076,0.0075,0,-3.88,-3.88,0.21,0.1564,0.411111111,TRAIN
1938,-8,1.0,-8,-,1,-2,0.8,-16,R-skew,6,0,3.2,12.00666482,-8.0,63.0,16.0,0.5,1,0.5988,0.5974,0.722,0.1007,0.1005,0,3.2,3.2,14.2,0.8241,0.8,TRAIN
